merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C077_Andoain_2018_JUL,0,91.8,0.472,0.370,,17,12,72.3,2.3,19.2,,20.7,27.9,24.9,17.0,,,,C077_Andoain_2018_JUL,C077,Andoain,2018,JUL
C080_Añarbe_2018_JUL,0,89.8,0.578,0.281,,15,14,156.4,5.6,33.2,,20.7,30.0,25.7,16.7,,,,C080_Añarbe_2018_JUL,C080,Añarbe,2018,JUL
C0E8_Araxes_2018_JUL,0,85.5,0.417,0.251,,14,7,104.9,9.2,29.9,,20.6,29.4,25.8,16.5,,,,C0E8_Araxes_2018_JUL,C0E8,Araxes,2018,JUL
C023_Arrasate_2018_JUL,0,80.9,,,,15,8,57,7.7,12.8,18.0,20.1,31.0,25.6,16.0,5.3,48.2,32.1,C023_Arrasate_2018_JUL,C023,Arrasate,2018,JUL
C084_Behobia_2018_JUL,0,82.4,,,,18,14,162.9,6.2,38.8,,21.1,29.8,24.4,18.0,,,,C084_Behobia_2018_JUL,C084,Behobia,2018,JUL
C0EA_Belauntza_2018_JUL,0,86.0,0.318,0.230,,15,11,107.9,7.4,31.1,,21.3,29.8,26.2,17.3,,,,C0EA_Belauntza_2018_JUL,C0EA,Belauntza,2018,JUL
C026_Berastegi_2018_JUL,0,,,,,18,13,105.8,6,23.8,,19.6,28.3,24.5,15.5,5.4,37.8,27.1,C026_Berastegi_2018_JUL,C026,Berastegi,2018,JUL
C058_Bidania_2018_JUL,0,,,,,18,14,102.5,8.8,30.1,18.3,18.1,26.6,22.5,14.8,6.1,51.1,29.9,C058_Bidania_2018_JUL,C058,Bidania,2018,JUL
C0F0_Ereñozu_2018_JUL,0,90.8,0.590,0.491,,17,12,81.3,3.5,22.1,,20.8,27.4,24.8,17.4,,,,C0F0_Ereñozu_2018_JUL,C0F0,Ereñozu,2018,JUL
C0F1_Eskas_2018_JUL,0,90.9,,,,20,14,153.1,3.1,32.2,,18.3,27.8,23.3,15.1,,,,C0F1_Eskas_2018_JUL,C0F1,Eskas,2018,JUL
C0E7_Estanda_2018_JUL,0,82.6,0.386,0.136,,15,10,70.2,6.3,27.2,,21.5,31.2,27.6,17.3,,,,C0E7_Estanda_2018_JUL,C0E7,Estanda,2018,JUL
C018_Higer_2018_JUL,0,81.9,,,,,,,,,21.8,22.2,28.3,24.8,19.7,10.3,63.7,35.4,C018_Higer_2018_JUL,C018,Higer,2018,JUL
C0DC_Ibai Eder_2018_JUL,0,91.8,0.386,0.174,,18,13,67.1,7,15,19.0,22.7,30.9,28.1,18.3,,,,C0DC_Ibai Eder_2018_JUL,C0DC,Ibai Eder,2018,JUL
C071_Jaizkibel_2018_JUL,0,96.1,,,,,,,,,,18.3,25.1,21.3,16.4,14.4,67.7,38.0,C071_Jaizkibel_2018_JUL,C071,Jaizkibel,2018,JUL
C0EC_Lasarte_2018_JUL,0,85.7,1.464,0.498,,16,13,80.2,8.5,21.1,17.7,21.1,28.0,25.1,17.6,4.8,31.7,21.7,C0EC_Lasarte_2018_JUL,C0EC,Lasarte,2018,JUL
C0DE_Matxinbenta_2018_JUL,0,89.4,0.273,0.110,,17,12,66.8,5.4,14.5,,19.5,27.2,24.1,15.8,,,,C0DE_Matxinbenta_2018_JUL,C0DE,Matxinbenta,2018,JUL
C017_Miramon_2018_JUL,0,92.6,,,,14,13,78.6,4.1,23.8,,21.5,28.2,25.8,18.0,7.5,50.8,29.8,C017_Miramon_2018_JUL,C017,Miramon,2018,JUL
C0F4_Oiartzun_2018_JUL,0,83.3,1.051,0.321,,16,13,166.1,8.2,49.9,,21.7,29.1,25.8,18.2,,,,C0F4_Oiartzun_2018_JUL,C0F4,Oiartzun,2018,JUL
C0D1_Oñati_2018_JUL,0,81.9,0.467,0.255,,16,8,57.8,3.8,18.2,,21.0,31.4,26.7,16.7,,,,C0D1_Oñati_2018_JUL,C0D1,Oñati,2018,JUL
C043_Ordizia_2018_JUL,0,93.5,,,,15,10,119.4,18.5,32.8,18.5,20.9,31.0,26.8,16.7,5.0,88.9,30.5,C043_Ordizia_2018_JUL,C043,Ordizia,2018,JUL
C0D2_San Prudentzio_2018_JUL,0,79.5,0.911,0.335,,15,9,55.2,5,12.1,,21.2,31.7,26.7,16.9,,,,C0D2_San Prudentzio_2018_JUL,C0D2,San Prudentzio,2018,JUL
C007_Santa Clara_2018_JUL,0,86.6,,,,,,,,,20.5,21.7,25.9,24.0,19.0,10.3,72.0,35.4,C007_Santa Clara_2018_JUL,C007,Santa Clara,2018,JUL
C0D0_Urkulu_2018_JUL,0,83.8,0.372,0.099,,18,11,95.5,7.4,27.9,,19.9,31.7,26.4,15.4,,,,C0D0_Urkulu_2018_JUL,C0D0,Urkulu,2018,JUL
C064_Zarautz_2018_JUL,0,86.8,,,,17,12,85,6.7,31.9,,21.3,26.0,24.2,18.5,10.9,54.4,31.9,C064_Zarautz_2018_JUL,C064,Zarautz,2018,JUL
C028_Zegama_2018_JUL,0,,,,,15,11,151,10.3,48.8,,20.4,29.9,25.6,17.0,5.2,51.1,28.8,C028_Zegama_2018_JUL,C028,Zegama,2018,JUL
C029_Zizurkil_2018_JUL,0,89.1,,,,17,13,72,4.3,18.9,16.8,21.4,29.5,25.9,17.7,4.9,43.2,27.2,C029_Zizurkil_2018_JUL,C029,Zizurkil,2018,JUL
C076_Abetxuko_2016_AGO,0,71.7,0.074,0.054,,4,1,4.8,1.7,4,,20.0,38.3,29.2,12.1,,,,C076_Abetxuko_2016_AGO,C076,Abetxuko,2016,AGO
C056_Alegria_2016_AGO,0,69.7,0.692,0.374,,5,4,18.7,7.4,10.5,,20.1,36.2,27.6,12.6,,61.2,,C056_Alegria_2016_AGO,C056,Alegria,2016,AGO
C035_Altube_2016_AGO,0,83.7,,,,8,6,11,1.1,2.5,21.0,19.7,36.4,27.4,13.2,6.3,44.6,29.1,C035_Altube_2016_AGO,C035,Altube,2016,AGO
C001_Arkaute_2016_AGO,0,71.1,,,,5,3,11.7,5.1,8.4,21.8,19.6,36.7,28.2,11.8,7.0,67.0,34.8,C001_Arkaute_2016_AGO,C001,Arkaute,2016,AGO
C025_Beluntza_2016_AGO,0,74.5,,,,,,,,,,18.9,36.5,26.9,13.5,16.1,79.2,43.1,C025_Beluntza_2016_AGO,C025,Beluntza,2016,AGO
C034_Espejo_2016_AGO,0,63.6,,,,3,2,3.6,1.8,2,21.1,20.2,36.6,29.8,11.5,6.9,45.0,32.2,C034_Espejo_2016_AGO,C034,Espejo,2016,AGO
C0AA_Etura_2016_AGO,0,71.5,0.093,0.049,,6,2,8.8,2.5,3.4,21.6,19.7,36.8,27.6,11.6,,54.7,,C0AA_Etura_2016_AGO,C0AA,Etura,2016,AGO
C067_Gardea_2016_AGO,0,69.8,0.138,0.093,,6,4,7.1,1.1,2.6,,21.0,38.9,28.9,14.9,6.8,43.9,31.3,C067_Gardea_2016_AGO,C067,Gardea,2016,AGO
C040_Gasteiz_2016_AGO,0,67.9,,,,,,,,,21.7,20.9,36.3,27.3,15.9,9.3,70.2,40.0,C040_Gasteiz_2016_AGO,C040,Gasteiz,2016,AGO
C044_Gorbea_2016_AGO,0,80.1,,,,9,3,11.2,2,5.6,,18.0,33.9,24.8,12.7,,,,C044_Gorbea_2016_AGO,C044,Gorbea,2016,AGO
C048_Herrera_2016_AGO,0,71.0,,,,8,2,4.8,0.5,1.3,,17.8,29.7,23.4,12.9,15.0,70.2,47.4,C048_Herrera_2016_AGO,C048,Herrera,2016,AGO
C068_Ilarduia_2016_AGO,0,62.5,,,,8,3,9.8,0.6,3.3,,20.2,35.2,26.7,14.0,14.3,66.2,51.8,C068_Ilarduia_2016_AGO,C068,Ilarduia,2016,AGO
C024_Iturrieta_2016_AGO,0,65.0,,,,9,3,7.7,0.4,2.6,21.8,18.3,32.6,25.4,12.2,11.3,65.2,38.7,C024_Iturrieta_2016_AGO,C024,Iturrieta,2016,AGO
C00A_Kanpezu_2016_AGO,0,56.0,,,,1,,,0.3,0.4,22.5,21.2,34.9,29.3,13.9,11.5,49.3,36.1,C00A_Kanpezu_2016_AGO,C00A,Kanpezu,2016,AGO
C047_Kapildui_2016_AGO,0,71.7,,,,12,7,20,2.9,4.3,,16.8,29.0,22.5,12.1,18.8,81.4,45.5,C047_Kapildui_2016_AGO,C047,Kapildui,2016,AGO
C031_Moreda_2016_AGO,0,53.6,,,,2,,0.3,0.3,0.2,23.1,23.0,37.4,30.9,16.7,14.7,68.4,45.5,C031_Moreda_2016_AGO,C031,Moreda,2016,AGO
C041_Navarrete_2016_AGO,0,64.4,,,,4,,1.3,0.6,0.8,22.1,19.5,34.4,27.9,11.8,8.6,58.7,31.8,C041_Navarrete_2016_AGO,C041,Navarrete,2016,AGO
C055_Ozaeta_2016_AGO,0,72.7,0.178,0.115,,5,2,9,3,4.1,,19.9,36.8,27.7,12.5,,,,C055_Ozaeta_2016_AGO,C055,Ozaeta,2016,AGO
C060_Páganos_2016_AGO,0,56.4,,,,1,1,1.5,1.3,1.5,23.1,21.6,34.1,28.9,15.0,9.4,61.9,37.2,C060_Páganos_2016_AGO,C060,Páganos,2016,AGO
C021_Roitegi_2016_AGO,0,69.0,,,,,,,,,,19.1,33.7,26.1,13.1,14.5,73.1,42.3,C021_Roitegi_2016_AGO,C021,Roitegi,2016,AGO
C030_Salvatierra_2016_AGO,0,61.5,,,,5,3,5.2,0.8,2.7,21.5,20.3,37.0,29.3,12.2,8.4,67.3,37.9,C030_Salvatierra_2016_AGO,C030,Salvatierra,2016,AGO
C051_Saratxo_2016_AGO,0,68.9,0.122,0.084,,10,3,12.9,1.8,4.2,19.7,21.1,38.3,29.2,14.6,5.7,43.2,30.1,C051_Saratxo_2016_AGO,C051,Saratxo,2016,AGO
C0A0_Sarria_2016_AGO,0,79.4,0.094,0.046,,6,3,8.5,2.2,4.3,,19.1,37.3,28.7,12.0,,,,C0A0_Sarria_2016_AGO,C0A0,Sarria,2016,AGO
C049_Subijana_2016_AGO,0,64.1,,,,4,,1.4,0.3,0.4,,19.8,36.8,28.5,12.1,,,,C049_Subijana_2016_AGO,C049,Subijana,2016,AGO
C020_Trebiño_2016_AGO,0,67.3,,,,5,4,9.4,1.9,3.3,22.3,19.7,35.7,28.7,11.6,8.7,53.6,37.7,C020_Trebiño_2016_AGO,C020,Trebiño,2016,AGO
C070_Zaldiaran_2016_AGO,0,72.9,,,,9,2,6.6,1.4,3.7,,17.6,33.8,24.6,12.8,,,,C070_Zaldiaran_2016_AGO,C070,Zaldiaran,2016,AGO
C050_Zambrana_2016_AGO,0,60.4,,,,5,3,4.2,1.1,1.6,21.7,21.5,37.3,30.4,13.4,9.9,68.4,38.0,C050_Zambrana_2016_AGO,C050,Zambrana,2016,AGO
C0B1_Abusu (La Peña)_2016_AGO,0,77.0,0.156,0.060,,9,2,12.2,2,6.3,,21.0,37.5,27.3,16.0,,,,C0B1_Abusu (La Peña)_2016_AGO,C0B1,Abusu (La Peña),2016,AGO
C079_Amorebieta_2016_AGO,0,77.6,0.326,0.240,,10,4,17.4,4.7,7.4,,20.2,38.8,27.6,14.2,,,,C079_Amorebieta_2016_AGO,C079,Amorebieta,2016,AGO
C0C1_Aranguren_2016_AGO,0,73.1,0.548,0.397,,5,3,9.4,0.7,3.6,,22.2,41.1,30.2,15.8,,,,C0C1_Aranguren_2016_AGO,C0C1,Aranguren,2016,AGO
C061_Arboleda_2016_AGO,0,78.4,,,,8,4,9.9,0.5,4,17.9,19.5,37.4,24.9,14.9,7.3,65.5,32.6,C061_Arboleda_2016_AGO,C061,Arboleda,2016,AGO
C032_Areta_2016_AGO,0,71.1,0.259,0.220,,9,3,7.3,0.5,2.6,,20.3,37.6,28.1,14.2,5.0,49.3,33.4,C032_Areta_2016_AGO,C032,Areta,2016,AGO
C002_Arteaga_2016_AGO,0,76.0,,,,9,3,9.1,1,2.9,19.4,21.1,36.4,27.5,15.5,4.5,40.7,29.2,C002_Arteaga_2016_AGO,C002,Arteaga,2016,AGO
C0C2_Balmaseda_2016_AGO,0,70.4,0.260,0.255,,7,4,10.6,1.6,4.7,,18.4,36.8,26.8,11.3,,,,C0C2_Balmaseda_2016_AGO,C0C2,Balmaseda,2016,AGO
C069_Bermeo_2016_AGO,0,80.7,,,,10,4,13.9,0.7,4.3,19.6,21.5,34.4,26.4,17.7,8.2,64.1,25.7,C069_Bermeo_2016_AGO,C069,Bermeo,2016,AGO
C0B6_Berna_2016_AGO,0,76.1,,,,9,6,16.3,1.9,5.4,,20.1,38.1,28.8,13.7,,,,C0B6_Berna_2016_AGO,C0B6,Berna,2016,AGO
C0BE_Berriatua_2016_AGO,0,80.5,0.191,0.122,,11,5,12.6,1.2,3.6,,20.7,35.2,26.6,15.7,,,,C0BE_Berriatua_2016_AGO,C0BE,Berriatua,2016,AGO
C065_Cerroja_2016_AGO,0,75.1,,,,11,7,25,0.5,5.5,19.4,19.3,34.8,24.7,15.0,9.4,81.0,34.5,C065_Cerroja_2016_AGO,C065,Cerroja,2016,AGO
C003_Derio_2016_AGO,0,74.0,,,,9,5,10.7,1.2,2.7,19.2,20.7,38.8,27.8,14.8,5.7,47.2,29.8,C003_Derio_2016_AGO,C003,Derio,2016,AGO
C039_Deusto_2016_AGO,0,72.0,,,,6,1,4.4,0.5,2.5,19.5,21.9,39.0,26.9,18.3,10.6,52.9,35.0,C039_Deusto_2016_AGO,C039,Deusto,2016,AGO
C075_Eitzaga_2016_AGO,0,,,,,12,7,25.4,3.8,7.3,,21.3,41.0,29.4,15.3,5.4,,27.9,C075_Eitzaga_2016_AGO,C075,Eitzaga,2016,AGO
C074_Elorrio_2016_AGO,0,79.0,0.155,0.095,,14,8,21.7,1.8,5.8,,21.1,38.2,28.9,15.0,,,,C074_Elorrio_2016_AGO,C074,Elorrio,2016,AGO
C038_Galindo_2016_AGO,0,71.2,,,,8,5,10.5,0.8,2.3,,21.5,38.7,27.4,17.1,6.6,51.5,32.8,C038_Galindo_2016_AGO,C038,Galindo,2016,AGO
C033_Igorre_2016_AGO,0,87.5,,,,8,5,11.2,1.6,4.8,18.6,21.4,38.8,29.8,15.2,,50.4,,C033_Igorre_2016_AGO,C033,Igorre,2016,AGO
C0BD_Iruzubieta_2016_AGO,0,79.7,0.166,0.111,,13,4,13.8,1.4,4.5,,19.6,37.0,26.8,13.6,,,,C0BD_Iruzubieta_2016_AGO,C0BD,Iruzubieta,2016,AGO
C036_Iurreta_2016_AGO,0,75.5,,,,11,5,11.5,1.9,4.2,18.9,21.7,39.2,29.2,16.1,8.1,59.8,35.1,C036_Iurreta_2016_AGO,C036,Iurreta,2016,AGO
C045_La Garbea_2016_AGO,0,81.8,,,,13,6,20.9,1.7,5.1,,19.4,35.5,25.7,15.3,16.1,71.6,40.4,C045_La Garbea_2016_AGO,C045,La Garbea,2016,AGO
C0B7_Mañaria_2016_AGO,0,76.0,0.160,0.111,,10,5,11.5,1.1,2.9,,21.3,39.3,29.0,14.9,,,,C0B7_Mañaria_2016_AGO,C0B7,Mañaria,2016,AGO
C019_Matxitxako_2016_AGO,0,82.5,,,,10,7,23.4,1.5,6.8,17.7,19.4,33.6,23.3,16.6,19.2,77.0,41.8,C019_Matxitxako_2016_AGO,C019,Matxitxako,2016,AGO
C057_Mungia_2016_AGO,0,79.5,0.351,0.286,,12,4,11.7,0.7,2.9,19.3,21.8,39.4,28.0,16.2,5.9,46.4,31.5,C057_Mungia_2016_AGO,C057,Mungia,2016,AGO
C063_Muxika_2016_AGO,0,75.3,0.154,0.126,,11,4,9.8,1,2.1,,20.8,38.0,28.3,14.4,,,,C063_Muxika_2016_AGO,C063,Muxika,2016,AGO
C046_Oiz_2016_AGO,0,82.7,,,,13,8,42.2,1.2,15,,16.9,30.9,20.9,13.5,20.3,71.6,43.4,C046_Oiz_2016_AGO,C046,Oiz,2016,AGO
C0BA_Oleta_2016_AGO,0,86.2,0.140,0.097,,10,5,18,2,4.1,,20.7,35.2,26.8,15.4,,,,C0BA_Oleta_2016_AGO,C0BA,Oleta,2016,AGO
C059_Ordunte_2016_AGO,0,69.1,,,,7,3,10.7,1.4,5,20.1,19.3,36.8,26.5,13.5,6.1,73.4,37.1,C059_Ordunte_2016_AGO,C059,Ordunte,2016,AGO
C072_Orduña_2016_AGO,0,80.9,,,,13,10,37.4,1,6.9,,18.0,34.1,23.8,14.0,15.7,63.0,44.8,C072_Orduña_2016_AGO,C072,Orduña,2016,AGO
C0B4_Orozko_2016_AGO,0,75.3,0.068,0.066,,9,3,9.5,0.4,2.8,,20.2,38.9,28.5,14.1,5.4,39.6,31.0,C0B4_Orozko_2016_AGO,C0B4,Orozko,2016,AGO
C054_Otxandio_2016_AGO,0,78.8,0.114,0.044,,12,5,18.9,2.7,6.7,19.9,18.2,35.2,26.3,11.1,5.8,37.8,27.7,C054_Otxandio_2016_AGO,C054,Otxandio,2016,AGO
C042_Punta Galea_2016_AGO,0,76.1,,,,9,6,9.2,1,2.4,20.8,20.8,35.9,24.4,17.9,14.3,80.6,38.4,C042_Punta Galea_2016_AGO,C042,Punta Galea,2016,AGO
C0B9_Sangroniz_2016_AGO,0,80.5,0.459,0.337,,8,3,8.7,1,3.5,,20.0,37.2,27.0,14.1,,,,C0B9_Sangroniz_2016_AGO,C0B9,Sangroniz,2016,AGO
C0C3_Sodupe_2016_AGO,0,72.0,,,,6,3,5.4,0.6,2.2,,20.6,39.9,28.6,14.6,7.2,54.4,37.0,C0C3_Sodupe_2016_AGO,C0C3,Sodupe,2016,AGO
C066_Untzueta_2016_AGO,0,,,,,,,,,,,18.1,33.6,24.2,14.1,14.7,71.6,39.1,C066_Untzueta_2016_AGO,C066,Untzueta,2016,AGO
C022_Urkiola_2016_AGO,0,79.3,,,,12,7,24.7,1.1,5.4,18.7,16.7,32.6,22.9,12.0,6.9,51.1,29.1,C022_Urkiola_2016_AGO,C022,Urkiola,2016,AGO
C0B3_Urkizu_2016_AGO,0,78.2,0.181,0.136,,9,3,13.5,1.7,4.9,,20.4,37.5,28.2,14.3,,,,C0B3_Urkizu_2016_AGO,C0B3,Urkizu,2016,AGO
C037_Venta Alta_2016_AGO,0,73.5,,,,10,3,14.9,1.9,6.1,19.1,20.5,37.8,27.5,15.4,,68.8,,C037_Venta Alta_2016_AGO,C037,Venta Alta,2016,AGO
C0E5_Agauntza_2016_AGO,0,74.9,0.224,0.143,,12,7,22.2,1.9,6.7,,20.4,36.0,27.4,14.8,,,,C0E5_Agauntza_2016_AGO,C0E5,Agauntza,2016,AGO
C0DB_Aitzu_2016_AGO,0,76.7,0.140,0.088,,11,6,32.4,5.3,16.4,,19.3,37.3,27.6,12.9,,,,C0DB_Aitzu_2016_AGO,C0DB,Aitzu,2016,AGO
C0D3_Aixola_2016_AGO,0,84.1,0.152,0.067,,13,7,29.9,7,10.1,,18.8,35.7,26.2,13.6,,,,C0D3_Aixola_2016_AGO,C0D3,Aixola,2016,AGO
C0DD_Aizarnazabal_2016_AGO,0,85.6,0.565,0.289,,9,7,51.2,9.8,23,,19.9,37.0,26.5,14.7,,,,C0DD_Aizarnazabal_2016_AGO,C0DD,Aizarnazabal,2016,AGO
C0E9_Alegia_2016_AGO,0,76.9,0.314,0.223,,11,5,19.5,1.4,5.8,,20.6,37.9,27.9,15.1,,,,C0E9_Alegia_2016_AGO,C0E9,Alegia,2016,AGO
C078_Altzola_2016_AGO,0,78.9,0.386,0.281,,14,5,21.6,2.7,7.8,,19.7,36.9,26.3,14.9,,,,C078_Altzola_2016_AGO,C078,Altzola,2016,AGO
C052_Ameraun_2016_AGO,0,80.2,0.609,0.333,,15,9,36.1,2.4,8.9,,18.9,34.5,25.2,13.8,,,,C052_Ameraun_2016_AGO,C052,Ameraun,2016,AGO
C0E1_Amundarain_2016_AGO,0,80.9,0.236,0.125,,14,8,20.8,1.5,4.7,,19.9,37.3,27.5,13.8,,,,C0E1_Amundarain_2016_AGO,C0E1,Amundarain,2016,AGO
C077_Andoain_2016_AGO,0,82.5,0.528,0.234,,13,8,35.7,1.7,8.9,,19.8,36.2,26.0,14.8,,,,C077_Andoain_2016_AGO,C077,Andoain,2016,AGO
C080_Añarbe_2016_AGO,0,88.6,0.294,0.256,,15,8,40,1.1,9.3,,19.1,36.5,26.8,13.5,,,,C080_Añarbe_2016_AGO,C080,Añarbe,2016,AGO
C0E8_Araxes_2016_AGO,0,,0.223,0.179,,11,7,34.6,1.7,8.9,,19.9,36.7,27.0,14.4,,,,C0E8_Araxes_2016_AGO,C0E8,Araxes,2016,AGO
C023_Arrasate_2016_AGO,0,71.3,,,,8,5,14.8,1,7.7,18.7,20.0,39.0,28.1,13.6,,49.3,,C023_Arrasate_2016_AGO,C023,Arrasate,2016,AGO
C084_Behobia_2016_AGO,0,75.6,,,,9,8,38.5,2.3,9.2,,20.9,35.7,26.0,16.3,,,,C084_Behobia_2016_AGO,C084,Behobia,2016,AGO
C0EA_Belauntza_2016_AGO,0,81.7,0.222,0.166,,13,8,58.8,2.8,13.6,,21.6,37.6,28.5,16.3,,,,C0EA_Belauntza_2016_AGO,C0EA,Belauntza,2016,AGO
C026_Berastegi_2016_AGO,0,77.3,,,,13,9,33.5,1.3,6.7,,19.2,35.2,25.7,13.1,5.5,42.8,29.3,C026_Berastegi_2016_AGO,C026,Berastegi,2016,AGO
C058_Bidania_2016_AGO,0,80.5,,,,14,8,41.4,9.2,14.1,19.0,19.1,35.2,25.7,13.7,6.6,73.4,30.7,C058_Bidania_2016_AGO,C058,Bidania,2016,AGO
C0F0_Ereñozu_2016_AGO,0,84.7,0.406,0.336,,13,9,46.7,1.7,11.1,,20.1,34.3,26.1,15.5,,,,C0F0_Ereñozu_2016_AGO,C0F0,Ereñozu,2016,AGO
C0E7_Estanda_2016_AGO,0,74.1,0.112,0.077,,13,4,13.9,1.8,4.9,,21.1,38.2,28.7,14.9,,,,C0E7_Estanda_2016_AGO,C0E7,Estanda,2016,AGO
C018_Higer_2016_AGO,0,82.5,,,,,,,,,20.2,21.6,31.4,25.2,18.4,9.4,74.2,34.4,C018_Higer_2016_AGO,C018,Higer,2016,AGO
C0DC_Ibai Eder_2016_AGO,0,83.4,0.240,0.141,,11,7,43.3,7.5,18.8,18.1,21.8,39.4,28.7,16.1,,,,C0DC_Ibai Eder_2016_AGO,C0DC,Ibai Eder,2016,AGO
C071_Jaizkibel_2016_AGO,0,81.6,,,,,,,,,,19.2,33.1,22.6,16.1,15.6,65.2,37.7,C071_Jaizkibel_2016_AGO,C071,Jaizkibel,2016,AGO
C0EC_Lasarte_2016_AGO,0,79.4,0.463,0.341,,12,9,41.9,3.3,9.6,17.9,20.5,37.1,26.3,15.8,5.0,48.6,25.0,C0EC_Lasarte_2016_AGO,C0EC,Lasarte,2016,AGO
C0DE_Matxinbenta_2016_AGO,0,86.4,0.133,0.067,,12,8,39.3,8.5,10.1,,21.0,36.3,27.2,15.9,,,,C0DE_Matxinbenta_2016_AGO,C0DE,Matxinbenta,2016,AGO
C017_Miramon_2016_AGO,0,82.1,,,,12,7,36.2,2.4,9.6,,20.8,37.6,26.8,16.4,6.9,50.4,29.7,C017_Miramon_2016_AGO,C017,Miramon,2016,AGO
C0F4_Oiartzun_2016_AGO,0,73.4,0.209,0.131,,11,8,32.5,1.8,8.4,,21.0,36.2,26.9,16.3,,,,C0F4_Oiartzun_2016_AGO,C0F4,Oiartzun,2016,AGO
C0D1_Oñati_2016_AGO,0,77.2,0.184,0.118,,13,7,19.1,3.5,7.3,,20.4,37.1,28.1,14.0,,,,C0D1_Oñati_2016_AGO,C0D1,Oñati,2016,AGO
C043_Ordizia_2016_AGO,0,79.5,,,,13,6,14.6,1.2,4.9,20.4,21.4,37.1,28.2,15.8,5.7,55.1,30.5,C043_Ordizia_2016_AGO,C043,Ordizia,2016,AGO
C0D2_San Prudentzio_2016_AGO,0,,0.319,0.209,,10,6,21,5,10.2,,21.0,38.3,28.6,15.1,,,,C0D2_San Prudentzio_2016_AGO,C0D2,San Prudentzio,2016,AGO
C007_Santa Clara_2016_AGO,0,80.0,,,,,,,,,18.1,20.4,33.0,23.8,17.5,11.1,83.2,35.8,C007_Santa Clara_2016_AGO,C007,Santa Clara,2016,AGO
C0D0_Urkulu_2016_AGO,0,74.9,0.143,0.043,,11,6,29.2,1.4,10.3,,19.7,37.0,27.8,13.7,,,,C0D0_Urkulu_2016_AGO,C0D0,Urkulu,2016,AGO
C064_Zarautz_2016_AGO,0,79.5,,,,9,8,41,4.2,8.5,,20.7,33.2,24.9,17.4,10.4,81.0,32.2,C064_Zarautz_2016_AGO,C064,Zarautz,2016,AGO
C028_Zegama_2016_AGO,0,76.3,,,,13,8,34.4,4.1,7.3,,20.8,37.6,27.4,15.5,7.2,54.4,33.4,C028_Zegama_2016_AGO,C028,Zegama,2016,AGO
C029_Zizurkil_2016_AGO,0,81.9,,,,11,7,34.3,1.2,6.4,18.2,21.0,38.1,27.7,16.3,5.6,45.4,28.4,C029_Zizurkil_2016_AGO,C029,Zizurkil,2016,AGO
C076_Abetxuko_2019_AGO,0,75.5,0.086,0.051,0.039,8,6,42.1,8.3,14.2,,19.5,34.3,28.3,12.8,,,,C076_Abetxuko_2019_AGO,C076,Abetxuko,2019,AGO
C0A4_Albaina_2019_AGO,0,72.6,0.285,0.074,0.047,,,,,,,18.9,34.5,28.1,11.8,,,,C0A4_Albaina_2019_AGO,C0A4,Albaina,2019,AGO
C056_Alegria_2019_AGO,0,75.5,1.109,0.519,0.120,10,4,60.7,6.6,42,,18.9,32.8,26.4,12.5,6.4,56.2,30.8,C056_Alegria_2019_AGO,C056,Alegria,2019,AGO
C035_Altube_2019_AGO,0,79.0,,,,11,7,43,5.5,14.1,20.7,17.3,31.2,24.3,11.6,6.1,44.6,30.6,C035_Altube_2019_AGO,C035,Altube,2019,AGO
C0A3_Antoñana_2019_AGO,0,77.3,0.522,0.439,0.404,,,,,,,19.7,33.8,28.9,11.6,,,,C0A3_Antoñana_2019_AGO,C0A3,Antoñana,2019,AGO
C016_Arkauti_2019_AGO,0,73.6,,,,10,4,26.3,5.4,16,21.4,19.2,34.3,27.5,13.0,8.8,49.3,37.9,C016_Arkauti_2019_AGO,C016,Arkauti,2019,AGO
C025_Beluntza_2019_AGO,0,86.9,,,,,,,,,,17.6,32.3,24.8,12.7,14.9,67.7,42.3,C025_Beluntza_2019_AGO,C025,Beluntza,2019,AGO
C0A2_Egino_2019_AGO,0,74.6,0.459,0.048,0.000,,,,,,,18.9,32.3,25.8,12.7,,,,C0A2_Egino_2019_AGO,C0A2,Egino,2019,AGO
C034_Espejo_2019_AGO,0,71.3,,,,7,4,21.5,2.3,8.5,,19.9,35.9,29.4,12.6,5.4,49.7,31.8,C034_Espejo_2019_AGO,C034,Espejo,2019,AGO
C0AA_Etura_2019_AGO,0,74.7,0.415,0.110,0.000,9,3,65.1,12.1,48.7,21.5,19.0,34.0,27.0,11.9,8.0,56.9,35.2,C0AA_Etura_2019_AGO,C0AA,Etura,2019,AGO
C067_Gardea_2019_AGO,0,71.5,0.321,0.080,0.062,7,6,33.8,6.7,9.9,,20.8,35.3,27.6,15.3,6.4,62.6,30.6,C067_Gardea_2019_AGO,C067,Gardea,2019,AGO
C040_Gasteiz_2019_AGO,0,79.6,,,,,,,,,21.1,19.4,33.0,26.0,14.8,9.4,61.9,42.2,C040_Gasteiz_2019_AGO,C040,Gasteiz,2019,AGO
C044_Gorbea_2019_AGO,0,86.1,,,,10,6,56.7,11,20.1,,16.7,30.6,23.1,11.9,,,,C044_Gorbea_2019_AGO,C044,Gorbea,2019,AGO
